gs,2,2016-12-20
ak,1,2016-12-20
grbld,13,2016-12-21
bio,8,2016-12-21
bio,9,2016-12-21
gs,3,2016-12-21
grbld,14,2016-12-22
grbld,15,2016-12-22
bio,5,2016-12-22
gs,8,2016-12-22
ak,9,2016-12-22
grbld,16,2016-12-23
bio,4,2016-12-23
bio,6,2016-12-23
gs,5,2016-12-23
grged,1,2016-12-27
grged,2,2016-12-27
bio,10,2016-12-27
gs,4,2016-12-27
ak,6,2016-12-27
grged,3,2016-12-28
bio,11,2016-12-28
bio,12,2016-12-28
gs,10,2016-12-28
grged,8,2016-12-29
grged,9,2016-12-29
bio,13,2016-12-29
gs,11,2016-12-29
ak,12,2016-12-29
grged,5,2016-12-30
bio,14,2016-12-30
bio,15,2016-12-30
gs,13,2016-12-30
grged,4,2016-12-31
grged,6,2016-12-31
bio,16,2016-12-31
gs,14,2016-12-31
ak,15,2016-12-31
grged,10,2017-01-02
bio,1,2017-01-02
bio,2,2017-01-02
ak,16,2017-01-02
grged,11,2017-01-03
grged,12,2017-01-03
bio,3,2017-01-03
gs,1,2017-01-03
ak,2,2017-01-03
grged,13,2017-01-04
bio,8,2017-01-04
bio,9,2017-01-04
ak,3,2017-01-04
grged,14,2017-01-05
grged,15,2017-01-05
bio,5,2017-01-05
gs,9,2017-01-05
ak,8,2017-01-05
grged,16,2017-01-06
bio,4,2017-01-06
bio,6,2017-01-06
ak,5,2017-01-06
